id,price_doc
30696,7069671.0
30697,13707539.0
30698,7782056.5
30699,5607153.5
30700,5129383.5
30701,9727654.0
30702,6148436.0
30703,3935398.25
30704,11945644.0
30705,9115848.0
30706,25111892.0
30707,3904487.75
30708,14837552.0
30709,5949783.5
30710,7923711.0
30711,4782142.5
30712,4198376.0
30713,6671503.0
30714,6960653.0
30715,3934388.5
30716,9853355.0
30717,6848410.5
30718,9132936.0
30719,15072263.0
30720,6946191.0
30721,4741240.5
30722,6981669.5
30723,6299872.0
30724,12170504.0
30725,6969640.0
30726,12019756.0
30727,9932632.0
30728,11154401.0
30729,3478911.25
30730,5924141.0
30731,6428979.5
30732,4906207.5
30733,8765121.0
30734,6982903.0
30735,5743520.0
30736,5532755.0
30737,6890439.0
30738,6022541.5
30739,4620100.5
30740,7103071.0
30741,11279717.0
30742,4436424.0
30743,5048208.0
30744,9327824.0
30745,6996722.5
30746,5916182.0
30747,16220644.0
30748,16747899.0
30749,5286042.0
30750,6715456.0
30751,3244890.25
30752,7806268.0
30753,9820977.0
30754,5788149.0
30755,4741954.0
30756,6056331.0
30757,5499879.0
30758,11164275.0
30759,6447872.5
30760,4336380.0
30761,9744116.0
30762,6869284.0
30763,12307869.0
30764,6262860.5
30765,6096667.5
30766,3576778.0
30767,9953806.0
30768,4512616.5
30769,7144163.0
30770,6214748.5
30771,3172664.25
30772,8374569.0
30773,8493156.0
30774,6037435.5
30775,11788595.0
30776,6117217.0
30777,6347933.0
30778,9612975.0
30779,6559875.5
30780,7809893.5
30781,6786039.0
30782,5239188.0
30783,5542605.5
30784,3775970.0
30785,5681770.5
30786,4431669.5
30787,6606302.0
30788,5881664.5
30789,7473804.0
30790,6247642.0
30791,10837143.0
30792,7311955.5
30793,11149788.0
30794,12999938.0
30795,10672142.0
30796,11010041.0
30797,14577978.0
30798,2923389.0
30799,10102577.0
30800,14452453.0
30801,6633038.0
30802,20575380.0
30803,2341943.0
30804,3723180.0
30805,15114938.0
30806,7192955.0
30807,6295570.0
30808,11173354.0
30809,5182576.5
30810,10981661.0
30811,4545099.0
30812,5339006.0
30813,5228495.5
30814,2885942.75
30815,3821792.0
30816,8199417.0
30817,2247516.75
30818,7721582.0
30819,8479573.0
30820,5096111.0
30821,26541594.0
30822,9181073.0
30823,8194220.5
30824,3701389.0
30825,5410774.5
30826,10458657.0
30827,5472918.5
30828,5826284.5
30829,5805668.0
30830,9509918.0
30831,6466225.5
30832,6086522.5
30833,5002985.0
30834,4327795.5
30835,8195827.0
30836,6555586.5
30837,5359716.5
30838,4184370.0
30839,5974192.0
30840,11483847.0
30841,10899722.0
30842,7487463.5
30843,5549351.0
30844,7056729.0
30845,9866728.0
30846,4456819.0
30847,5802339.0
30848,8431954.0
30849,4694947.5
30850,4138309.25
30851,4972612.5
30852,6446549.5
30853,4329322.5
30854,5710375.5
30855,7280140.5
30856,8818435.0
30857,2393160.25
30858,4495267.5
30859,5943801.0
30860,5951273.5
30861,8703148.0
30862,6597852.0
30863,5937155.5
30864,6780600.0
30865,10591881.0
30866,6869648.5
30867,5825891.0
30868,9121401.0
30869,5766194.0
30870,5274870.0
30871,9033186.0
30872,4906771.0
30873,3912761.75
30874,4670838.0
30875,6547692.5
30876,5207231.0
30877,10110394.0
30878,5920840.0
30879,11191160.0
30880,6578963.0
30881,2239896.0
30882,10274227.0
30883,3451413.75
30884,5985792.5
30885,5101591.0
30886,7829792.0
30887,5583283.5
30888,4503171.0
30889,5511250.5
30890,7269658.5
30891,3744609.0
30892,3858874.75
30893,4478494.5
30894,6038164.0
30895,4465067.0
30896,5829470.5
30897,7620294.0
30898,7196285.5
30899,6972321.5
30900,3406393.75
30901,6671790.5
30902,2319178.75
30903,7284453.5
30904,7696350.5
30905,5970274.5
30906,5706750.5
30907,11673855.0
30908,4204502.0
30909,13746407.0
30910,7333818.0
30911,4352215.0
30912,6742537.5
30913,18610246.0
30914,6088836.0
30915,7894490.5
30916,5742162.5
30917,8517484.0
30918,6806881.0
30919,4815371.5
30920,5049306.5
30921,3931118.5
30922,5878452.5
30923,3546827.25
30924,5360060.5
30925,15433383.0
30926,6064493.0
30927,7973389.0
30928,4902199.0
30929,5330855.5
30930,10434826.0
30931,11482480.0
30932,5043209.0
30933,4512999.0
30934,13942204.0
30935,7109615.5
30936,7203427.5
30937,9101582.0
30938,4176773.25
30939,9365626.0
30940,6594596.5
30941,6650713.5
30942,3624576.5
30943,6923591.0
30944,5226113.0
30945,3626205.25
30946,13813236.0
30947,6895580.0
30948,8674275.0
30949,6518198.0
30950,6348499.0
30951,15906002.0
30952,7980549.0
30953,10199975.0
30954,4955513.0
30955,6636841.5
30956,7651634.0
30957,5694142.5
30958,24872146.0
30959,8079366.5
30960,7661075.5
30961,8532823.0
30962,11373116.0
30963,3725423.5
30964,4196325.0
30965,7215229.5
30966,13323077.0
30967,12018804.0
30968,3796349.25
30969,3711149.75
30970,6594078.5
30971,10848458.0
30972,3817922.75
30973,4508961.0
30974,5243163.0
30975,7105322.5
30976,5314554.5
30977,6809440.5
30978,7893640.0
30979,3576688.0
30980,7310692.0
30981,5968395.5
30982,6818588.5
30983,3934975.0
30984,5985792.5
30985,3819963.75
30986,10208697.0
30987,8979451.0
30988,6285321.0
30989,7522296.0
30990,13231005.0
30991,8979413.0
30992,2825586.25
30993,7338175.5
30994,5185214.0
30995,7110648.0
30996,6025851.5
30997,7597554.5
30998,6169372.0
30999,6899906.5
31000,8159394.0
31001,6625287.5
31002,9670887.0
31003,9195504.0
31004,4339729.0
31005,3054030.5
31006,7427112.5
31007,4702590.5
31008,5344323.5
31009,6622078.0
31010,6627611.5
31011,4346820.0
31012,6174572.0
31013,7375196.0
31014,12728748.0
31015,8170333.0
31016,4262941.5
31017,10036127.0
31018,5537969.5
31019,4547406.5
31020,7225144.5
31021,12019373.0
31022,23703366.0
31023,10115930.0
31024,4963566.5
31025,6543810.0
31026,6045082.0
31027,4556604.0
31028,3186640.25
31029,7677234.0
31030,7129722.5
31031,8654746.0
31032,10254039.0
31033,7793614.5
31034,7018965.5
31035,10579542.0
31036,6832577.5
31037,25992028.0
31038,4483351.5
31039,9484361.0
31040,5828228.0
31041,4471796.0
31042,3334322.25
31043,6378645.0
31044,8478894.0
31045,7805188.0
31046,13941188.0
31047,8043260.0
31048,5954640.0
31049,4561760.5
31050,8126807.5
31051,6675906.5
31052,3872105.0
31053,16726674.0
31054,6514597.0
31055,5625197.0
31056,12173891.0
31057,5481822.0
31058,7686768.5
31059,3035683.5
31060,7218560.0
31061,6628247.5
31062,6738221.0
31063,3787640.5
31064,5240551.5
31065,11285702.0
31066,4484625.0
31067,8303086.0
31068,4386516.0
31069,4703995.5
31070,4978524.5
31071,3499687.75
31072,8712069.0
31073,2230076.25
31074,7621569.5
31075,7015522.0
31076,6565320.0
31077,5935993.5
31078,4456911.5
31079,5028945.5
31080,6536988.0
31081,2934090.5
31082,10428817.0
31083,5209751.5
31084,9998843.0
31085,12686218.0
31086,3989825.75
31087,4786948.5
31088,7971690.5
31089,6391742.0
31090,35577196.0
31091,3142973.75
31092,7115998.0
31093,6352860.0
31094,6386168.5
31095,5067628.5
31096,17857850.0
31097,10095875.0
31098,10714722.0
31099,17484004.0
31100,4895666.0
31101,3926723.5
31102,6149283.5
31103,11263542.0
31104,5449926.5
31105,8466381.0
31106,4504038.5
31107,9582764.0
31108,6646528.5
31109,5558347.5
31110,9880455.0
31111,10777369.0
31112,5898114.0
31113,3670616.75
31114,4562941.5
31115,5613259.0
31116,6224076.0
31117,6365877.5
31118,3922262.75
31119,3159499.25
31120,5587645.5
31121,6057172.5
31122,6039008.5
31123,4934947.5
31124,5471798.0
31125,12329129.0
31126,18024524.0
31127,6087699.5
31128,6000595.5
31129,5538680.5
31130,12787092.0
31131,7435489.0
31132,9113618.0
31133,10768596.0
31134,6301870.0
31135,10669402.0
31136,9436226.0
31137,4380853.5
31138,7153629.5
31139,3909279.5
31140,6453635.5
31141,7456947.5
31142,10011044.0
31143,5252816.5
31144,3963913.25
31145,5973928.5
31146,5301939.0
31147,12615389.0
31148,6314628.0
31149,2367412.25
31150,8442979.0
31151,4765706.5
31152,8410637.0
31153,5253610.0
31154,15027150.0
31155,6468215.0
31156,6490466.5
31157,4380345.5
31158,8905092.0
31159,6537324.0
31160,5580255.0
31161,3177991.75
31162,4738631.5
31163,5779784.0
31164,6242407.0
31165,6576079.0
31166,5896387.5
31167,7524504.5
31168,11116609.0
31169,8899354.0
31170,5850553.5
31171,11205791.0
31172,5533809.5
31173,10506740.0
31174,9648587.0
31175,17541500.0
31176,5074479.0
31177,8388732.0
31178,4458984.0
31179,4880170.5
31180,4447550.5
31181,9405790.0
31182,7326387.0
31183,8314865.0
31184,5257050.5
31185,4371133.5
31186,8884785.0
31187,3701360.75
31188,4294832.0
31189,5237282.5
31190,7221988.5
31191,13624636.0
31192,3959220.25
31193,5980449.0
31194,11255828.0
31195,8734670.0
31196,5041103.5
31197,14821795.0
31198,6528368.0
31199,6603063.0
31200,10654510.0
31201,4211633.0
31202,3941223.5
31203,6574582.0
31204,3775595.25
31205,8572053.0
31206,5892071.0
31207,4401046.5
31208,5172467.5
31209,4271997.5
31210,6299622.0
31211,7679093.0
31212,5177717.0
31213,10549743.0
31214,6781323.5
31215,4977130.0
31216,6025230.5
31217,7250266.0
31218,8503536.0
31219,3629625.0
31220,7647833.5
31221,3875068.75
31222,7203946.5
31223,10059397.0
31224,7614331.0
31225,12101338.0
31226,6475260.5
31227,9783594.0
31228,8132795.5
31229,4986687.0
31230,5535183.5
31231,4341153.5
31232,6931167.0
31233,6490321.0
31234,6361006.0
31235,5418327.0
31236,6393806.0
31237,10139442.0
31238,6603063.0
31239,12969561.0
31240,6962692.5
31241,6295892.0
31242,7467581.0
31243,3805440.75
31244,7286452.5
31245,8238745.5
31246,11365226.0
31247,5711638.0
31248,7481543.0
31249,10263349.0
31250,6074746.0
31251,7201044.0
31252,6556995.5
31253,8942776.0
31254,5937696.0
31255,12182109.0
31256,6820447.5
31257,5022729.0
31258,9491169.0
31259,9837984.0
31260,7666709.5
31261,23841920.0
31262,6009662.0
31263,6451574.0
31264,3796815.5
31265,9523358.0
31266,7745139.5
31267,3936745.75
31268,4432168.0
31269,8341372.0
31270,4325389.5
31271,5763257.0
31272,15173033.0
31273,8295769.5
31274,5757756.0
31275,6482573.5
31276,5756896.0
31277,5291237.5
31278,13845269.0
31279,14314737.0
31280,8074945.0
31281,7200320.5
31282,12067953.0
31283,6595005.0
31284,3641690.5
31285,5275933.0
31286,7643067.5
31287,10184648.0
31288,4558993.5
31289,8575829.0
31290,6436875.5
31291,6770020.5
31292,4042608.0
31293,7304969.5
31294,3775515.5
31295,18369344.0
31296,10303553.0
31297,8003500.5
31298,3856831.0
31299,10059397.0
31300,7184074.0
31301,6312203.5
31302,5389334.0
31303,8654458.0
31304,7151348.0
31305,8447773.0
31306,3304418.25
31307,6290941.0
31308,7812285.5
31309,8990837.0
31310,58148012.0
31311,5339588.0
31312,5659916.5
31313,11984337.0
31314,6448726.5
31315,10172047.0
31316,11910242.0
31317,18007090.0
31318,8903727.0
31319,6624905.5
31320,6142000.0
31321,7210717.0
31322,6380884.5
31323,8094985.0
31324,6833645.5
31325,6075984.5
31326,5591250.5
31327,7843552.5
31328,14589082.0
31329,5387297.0
31330,10946247.0
31331,8428011.0
31332,5353926.0
31333,5186948.5
31334,4361480.5
31335,8080780.5
31336,7820852.0
31337,8078854.0
31338,4386387.0
31339,4821778.0
31340,6589678.5
31341,10204815.0
31342,5208679.5
31343,3544633.5
31344,4097052.25
31345,5071131.0
31346,3651390.5
31347,9170892.0
31348,11553433.0
31349,11288342.0
31350,3631128.0
31351,5404073.0
31352,9970494.0
31353,5110421.0
31354,7521870.0
31355,9448610.0
31356,4346416.5
31357,5328507.0
31358,2720638.75
31359,6718514.5
31360,10047194.0
31361,4663306.5
31362,10252926.0
31363,5529089.5
31364,3029330.5
31365,3827347.25
31366,6984867.0
31367,9368733.0
31368,6355091.5
31369,4461632.0
31370,9807587.0
31371,8635691.0
31372,7168545.0
31373,4809227.5
31374,6936015.5
31375,5781385.5
31376,6536988.0
31377,8854151.0
31378,6138757.5
31379,33544594.0
31380,4227880.0
31381,7052168.0
31382,5244035.0
31383,7659357.5
31384,20481976.0
31385,12628691.0
31386,9217197.0
31387,13735609.0
31388,5198552.5
31389,4571386.5
31390,7774810.5
31391,5220911.5
31392,8460543.0
31393,8726730.0
31394,5435627.0
31395,4282408.0
31396,9589622.0
31397,6672474.0
31398,2324084.25
31399,11477148.0
31400,4122030.0
31401,10898156.0
31402,10137029.0
31403,5301083.5
31404,4640759.5
31405,4268750.5
31406,6288695.0
31407,3408720.25
31408,6575914.0
31409,3435101.5
31410,12141271.0
31411,7491507.0
31412,10878965.0
31413,7670221.0
31414,4350297.0
31415,15091431.0
31416,6664073.0
31417,4521728.0
31418,7847113.5
31419,10418332.0
31420,9167461.0
31421,6426538.0
31422,6869090.5
31423,7402357.0
31424,14856799.0
31425,5867232.5
31426,4864494.0
31427,7269986.5
31428,7372256.5
31429,12743856.0
31430,4805049.0
31431,5539789.5
31432,4959457.0
31433,6056330.0
31434,3861143.0
31435,11213216.0
31436,9650785.0
31437,12173891.0
31438,8173800.0
31439,11926500.0
31440,6680780.0
31441,6460865.5
31442,7871838.5
31443,11208421.0
31444,6555669.0
31445,9484526.0
31446,13286296.0
31447,6885428.5
31448,7154191.0
31449,8633101.0
31450,6681753.0
31451,8220984.0
31452,11368133.0
31453,3191874.5
31454,5518924.0
31455,7947731.5
31456,5275056.0
31457,5619367.5
31458,16893750.0
31459,8196355.0
31460,5360676.5
31461,4647058.0
31462,3815176.5
31463,5575854.5
31464,7986385.0
31465,5323910.5
31466,51726908.0
31467,3595148.0
31468,13706908.0
31469,5271702.5
31470,5680901.0
31471,12992563.0
31472,2785354.0
31473,7503625.5
31474,4109339.25
31475,7484087.5
31476,23520122.0
31477,7576346.5
31478,5194678.0
31479,6211641.0
31480,9867353.0
31481,8649741.0
31482,10312802.0
31483,9451565.0
31484,6812096.0
31485,3563246.0
31486,3135767.0
31487,4787748.0
31488,14489037.0
31489,8249399.5
31490,4789449.0
31491,5651379.0
31492,8325203.0
31493,9746780.0
31494,5373809.0
31495,5686222.0
31496,9235545.0
31497,4743348.0
31498,6844618.5
31499,11419265.0
31500,10855392.0
31501,9179064.0
31502,9492501.0
31503,5522565.5
31504,10159129.0
31505,17962398.0
31506,7724395.0
31507,6841496.5
31508,6895460.5
31509,5561991.5
31510,6392008.5
31511,5310426.5
31512,6082121.5
31513,21736930.0
31514,26940348.0
31515,2613793.75
31516,15452584.0
31517,5915767.5
31518,8272464.5
31519,6300943.0
31520,6391468.0
31521,4701016.0
31522,4558993.5
31523,6513218.5
31524,8397405.0
31525,11542769.0
31526,5924617.5
31527,7002975.0
31528,4682029.5
31529,6007423.5
31530,5817759.5
31531,9387869.0
31532,6024373.5
31533,14749697.0
31534,8036326.5
31535,10621517.0
31536,7311298.0
31537,4408466.0
31538,5218585.5
31539,3886550.0
31540,10036216.0
31541,2958091.0
31542,5574856.0
31543,3851699.0
31544,5197205.5
31545,7709775.0
31546,12165952.0
31547,6126812.0
31548,5849316.0
31549,6086179.5
31550,5308005.5
31551,5917726.0
31552,7600648.0
31553,6392832.0
31554,8125305.5
31555,4030670.5
31556,7163670.5
31557,5994569.0
31558,10278400.0
31559,2920558.0
31560,7273636.5
31561,7093474.0
31562,33438538.0
31563,4022639.75
31564,9524802.0
31565,9925849.0
31566,5712358.0
31567,17044670.0
31568,6934774.5
31569,7149417.0
31570,6843042.0
31571,5988883.0
31572,3795550.0
31573,5596293.5
31574,10802297.0
31575,5960064.0
31576,7311179.0
31577,5221756.0
31578,8433595.0
31579,5475027.5
31580,7716941.0
31581,5689753.0
31582,5616205.5
31583,8241137.0
31584,4197933.0
31585,6764806.0
31586,12510502.0
31587,15171721.0
31588,9581118.0
31589,3759449.25
31590,5778233.5
31591,6576438.5
31592,7966764.0
31593,7617633.5
31594,8002601.5
31595,5441103.0
31596,3893219.0
31597,5904830.0
31598,3679793.0
31599,6614519.5
31600,7660413.0
31601,15023353.0
31602,5710660.0
31603,16154112.0
31604,4983235.5
31605,5360676.5
31606,6716460.5
31607,7403886.0
31608,5787820.0
31609,5649734.5
31610,7352037.5
31611,6360104.5
31612,5779880.5
31613,4853243.5
31614,14152111.0
31615,10316712.0
31616,10750988.0
31617,4581315.0
31618,7296327.0
31619,10513235.0
31620,4465981.5
31621,5568833.5
31622,31277596.0
31623,9581998.0
31624,4870577.5
31625,9948545.0
31626,5663623.5
31627,7436085.5
31628,9720283.0
31629,10003537.0
31630,4073372.0
31631,6178902.0
31632,18212628.0
31633,4987316.0
31634,8002359.5
31635,12803263.0
31636,5910501.5
31637,5499924.0
31638,7824941.0
31639,3687885.5
31640,11329016.0
31641,3461615.25
31642,2959935.0
31643,5868549.0
31644,10127534.0
31645,5986900.0
31646,8431442.0
31647,5681846.0
31648,11105952.0
31649,5740926.0
31650,6873762.5
31651,13593746.0
31652,5677553.5
31653,5553136.0
31654,5924549.5
31655,4372115.5
31656,23273294.0
31657,7375918.5
31658,4477532.5
31659,7618811.5
31660,5439489.0
31661,4994927.0
31662,7137148.5
31663,3922262.75
31664,3778214.25
31665,4375953.5
31666,5393825.0
31667,7261956.5
31668,9595371.0
31669,11986379.0
31670,7238049.5
31671,5883887.5
31672,8976739.0
31673,8351657.0
31674,9330686.0
31675,7925504.5
31676,7569539.0
31677,5000255.0
31678,5018068.0
31679,8612290.0
31680,7204604.5
31681,6532190.0
31682,3372476.25
31683,6624905.5
31684,5213528.0
31685,3655366.25
31686,12694637.0
31687,10640738.0
31688,11047906.0
31689,3794520.0
31690,6890108.5
31691,3797116.0
31692,4211810.0
31693,6610314.5
31694,7101712.5
31695,7186087.0
31696,3424475.0
31697,5207497.5
31698,3405263.25
31699,5497455.5
31700,5155998.5
31701,9114957.0
31702,6231506.5
31703,9295902.0
31704,5842347.0
31705,9873359.0
31706,5446369.5
31707,12173796.0
31708,8520133.0
31709,5497120.0
31710,11260004.0
31711,7594761.0
31712,7496720.0
31713,6152116.0
31714,5456714.5
31715,5392977.5
31716,6037841.0
31717,10240617.0
31718,5164234.0
31719,7449592.0
31720,3666680.75
31721,4630801.5
31722,6039008.5
31723,5599607.0
31724,6114477.0
31725,5387298.5
31726,12729065.0
31727,6060328.5
31728,4830292.0
31729,7186674.5
31730,3704216.25
31731,7454783.5
31732,7897860.5
31733,3486547.0
31734,4516842.0
31735,2800877.25
31736,6622207.5
31737,5145570.5
31738,6134590.5
31739,5815264.0
31740,7678318.0
31741,10929145.0
31742,12472306.0
31743,7932123.5
31744,4880985.0
31745,3889069.0
31746,10243269.0
31747,5243751.0
31748,17065646.0
31749,5533235.0
31750,9465611.0
31751,7924494.5
31752,4311660.5
31753,3917394.75
31754,7829654.0
31755,8318864.5
31756,2334747.75
31757,6100772.0
31758,6152799.0
31759,6810715.0
31760,6178874.0
31761,18128746.0
31762,2703266.75
31763,11158395.0
31764,6650918.5
31765,4209694.0
31766,8120630.0
31767,3739387.75
31768,7186153.5
31769,9957031.0
31770,3608437.5
31771,3924084.25
31772,7940071.5
31773,5146178.5
31774,6762063.0
31775,10918613.0
31776,2347238.25
31777,4305770.0
31778,10206479.0
31779,9238214.0
31780,7157201.5
31781,7676176.0
31782,6650180.5
31783,3373541.5
31784,5480078.5
31785,5921518.5
31786,5187450.0
31787,6684109.5
31788,5701223.0
31789,6167122.5
31790,3896742.0
31791,9351800.0
31792,7169117.5
31793,8943369.0
31794,7142709.0
31795,5988921.5
31796,5169443.0
31797,15047857.0
31798,7860131.0
31799,4528182.5
31800,5592189.0
31801,3532695.5
31802,6289994.0
31803,7930743.0
31804,5282434.5
31805,3576224.0
31806,7093423.5
31807,6980201.5
31808,8186197.0
31809,6038887.5
31810,4104763.5
31811,7410940.0
31812,6635800.0
31813,6780169.0
31814,5940712.5
31815,6158455.5
31816,4897078.5
31817,3566920.5
31818,6590104.5
31819,6037818.5
31820,10154840.0
31821,12706715.0
31822,5584136.0
31823,4818960.5
31824,3652117.0
31825,5280688.5
31826,6112249.5
31827,7518102.0
31828,5793810.0
31829,8789675.0
31830,6192692.0
31831,3298926.25
31832,11497542.0
31833,11419047.0
31834,6922037.5
31835,4930963.0
31836,7829080.0
31837,3539614.25
31838,7970181.0
31839,5148133.0
31840,9729119.0
31841,5226506.0
31842,7538613.5
31843,3791547.75
31844,6580307.0
31845,8498182.0
31846,5192021.5
31847,5109624.0
31848,6017203.0
31849,8991342.0
31850,6448726.5
31851,11908735.0
31852,6897029.0
31853,9954717.0
31854,6231376.0
31855,4882255.0
31856,6772505.5
31857,9175370.0
31858,11814184.0
31859,35565824.0
31860,7215229.5
31861,14733181.0
31862,7426516.5
31863,10394451.0
31864,3538713.5
31865,4494458.0
31866,2970951.0
31867,8108869.5
31868,5199829.5
31869,10063859.0
31870,3584116.75
31871,5060682.0
31872,11149288.0
31873,6537576.0
31874,5221785.0
31875,5895849.0
31876,5238256.0
31877,21994016.0
31878,3677274.5
31879,7928521.0
31880,9655805.0
31881,5015856.5
31882,14704982.0
31883,5171852.0
31884,5358959.5
31885,5576568.0
31886,8280480.0
31887,8998144.0
31888,4489055.0
31889,12914441.0
31890,5053460.0
31891,3508335.25
31892,3741790.5
31893,18536616.0
31894,8362464.0
31895,3847286.0
31896,3707845.0
31897,3588027.25
31898,4148585.75
31899,4411530.0
31900,6014640.0
31901,7274391.0
31902,7313790.5
31903,6204739.0
31904,4345400.0
31905,6788757.5
31906,4468223.0
31907,3774064.25
31908,3911345.5
31909,7190542.0
31910,4306374.0
31911,3895315.5
31912,6523553.5
31913,7320731.5
31914,6371308.0
31915,7543943.5
31916,4395963.5
31917,5515063.5
31918,4752101.0
31919,6916384.0
31920,3987288.5
31921,5664134.0
31922,6481367.5
31923,6627478.5
31924,12017098.0
31925,6532911.5
31926,9007947.0
31927,11283941.0
31928,7262646.0
31929,15704874.0
31930,7599790.5
31931,5804270.5
31932,8079723.0
31933,7127269.0
31934,5814017.0
31935,5397117.5
31936,3881064.5
31937,6525409.0
31938,5389778.5
31939,5848591.0
31940,7600872.5
31941,28636598.0
31942,5738069.5
31943,8760947.0
31944,4859961.5
31945,5568755.5
31946,11321183.0
31947,8242627.0
31948,6656519.5
31949,9433557.0
31950,12498105.0
31951,5883216.0
31952,5603527.0
31953,3933005.5
31954,10769555.0
31955,5222113.0
31956,9019263.0
31957,4419266.0
31958,4064420.5
31959,12273311.0
31960,7155032.0
31961,8352475.5
31962,4945337.5
31963,7087674.0
31964,4971934.0
31965,6178263.5
31966,13918625.0
31967,13122368.0
31968,7415601.0
31969,25457356.0
31970,5907774.0
31971,4190998.25
31972,5267322.0
31973,4933298.5
31974,7341672.0
31975,4227851.0
31976,4368430.5
31977,9197565.0
31978,5540217.0
31979,4812938.5
31980,5097231.0
31981,6433280.0
31982,8954853.0
31983,11919363.0
31984,7185542.5
31985,5111828.5
31986,4349085.0
31987,6171797.5
31988,6970329.5
31989,13578626.0
31990,3572259.25
31991,9572983.0
31992,5038025.5
31993,9156245.0
31994,7273711.5
31995,7687831.0
31996,11252680.0
31997,5459081.5
31998,3767208.5
31999,5501168.5
32000,6606952.0
32001,57625312.0
32002,19404576.0
32003,9750531.0
32004,7227727.5
32005,5094789.5
32006,14826822.0
32007,10044098.0
32008,6713716.0
32009,3728643.25
32010,7356774.0
32011,5092380.5
32012,1876683.625
32013,5516410.0
32014,6330664.0
32015,7772657.0
32016,6838619.5
32017,10884003.0
32018,7682809.0
32019,6078307.5
32020,5861024.5
32021,8278722.0
32022,5474948.5
32023,4170246.5
32024,6018308.5
32025,5670386.5
32026,4817983.0
32027,8041022.5
